product_id,name,price,category
2210,Page,484.62,C
2211,More,144.66,D
2212,Party,229.87,C
2213,Raise,130.3,D
2214,Ability,479.47,B
2215,Sister,393.65,C
2216,Instead,211.8,D
2217,Child,146.15,A
2218,Hold,93.49,C
2219,Cut,487.15,B
2220,Weight,385.15,A
2221,Stage,64.15,A
2222,Believe,33.93,C
2223,Beyond,371.66,A
2224,Although,294.18,A
2225,Every,215.87,C
2226,True,476.62,A
2227,Probably,337.54,A
2228,Store,458.37,B
2229,Hundred,376.3,D
2230,Doctor,440.65,D
2231,Range,186.33,A
2232,Of,272.71,D
2233,Whole,198.07,C
2234,Smile,84.67,B
2235,Foot,1.51,C
2236,Well,496.45,B
2237,Success,301.41,C
2238,Value,272.56,C
2239,Table,340.35,C
2240,Time,121.44,B
2241,Him,93.99,A
2242,End,23.41,C
2243,Believe,151.54,C
2244,Listen,226.17,B
2245,Day,126.83,C
2246,East,376.08,A
2247,Cause,432.66,C
2248,Possible,156.97,C
2249,Truth,433.19,D
2250,Whatever,177.8,C
2251,Computer,5.29,D
2252,Type,208.8,B
2253,Seat,477.21,D
2254,Analysis,241.2,D
2255,East,263.17,D
2256,School,0.17,C
2257,Social,387.25,A
2258,Range,471.17,B
2259,Others,270.01,C
2260,Billion,58.46,D
2261,Usually,331.57,C
2262,Think,422.71,D
2263,Sport,246.41,C
2264,Tv,172.02,D
2265,City,45.17,A
2266,Year,7.6,C
2267,Range,463.09,B
2268,Year,174.42,D
2269,Social,206.54,A
2270,Strategy,183.59,D
2271,Morning,411.58,D
2272,Almost,190.34,C
2273,Same,307.25,A
2274,School,94.42,D
2275,Himself,169.81,D
2276,Experience,171.43,A
2277,Ever,419.56,B
2278,Low,290.45,C
2279,Letter,154.38,C
2280,System,304.54,D
2281,Skill,98.93,A
2282,Industry,217.16,A
2283,Magazine,433.9,B
2284,Adult,152.64,A
2285,Bit,378.23,A
2286,Among,14.26,B
2287,Guess,190.01,B
2288,Lose,243.22,C
2289,Suffer,167.56,D
2290,These,92.27,B
2291,Than,451.01,C
2292,Learn,404.52,C
2293,Difference,265.29,A
2294,Meet,115.26,C
2295,Expert,395.3,A
2296,Resource,302.88,B
2297,Hospital,292.85,D
2298,Involve,107.26,D
2299,Skin,290.97,B
2300,Special,317.16,B
2301,Win,346.53,A
2302,Shake,301.33,D
2303,High,82.08,A
2304,Statement,485.13,C
2305,Become,326.88,A
2306,Product,80.6,C
2307,Event,471.09,D
2308,Avoid,417.89,D
2309,Build,60.3,D
2310,Girl,191.96,D
2311,Wind,443.04,B
2312,Simple,301.73,D
2313,Idea,305.13,B
2314,Wrong,52.27,B
2315,Media,456.22,B
2316,Guess,74.77,A
2317,Produce,340.97,A
2318,Color,247.86,B
2319,Create,361.78,D
2320,Appear,58.68,B
2321,Peace,264.73,A
2322,From,460.94,B
2323,Offer,483.45,A
2324,Network,272.18,A
2325,Phone,348.85,A
2326,Official,461.3,B
2327,Career,292.1,D
2328,Can,464.76,D
2329,Against,309.64,D
2330,Nearly,146.33,D
2331,Service,225.07,A
2332,About,101.16,C
2333,Space,56.61,B
2334,Possible,59.69,A
2335,Their,265.37,D
2336,Simple,79.61,A
2337,Politics,99.78,A
2338,Certain,70.08,D
2339,Better,151.67,C
2340,Factor,48.67,B
2341,Fact,112.99,C
2342,Interest,358.26,C
2343,Try,280.4,C
2344,Military,414.77,D
2345,We,473.54,C
2346,Young,153.68,D
2347,Market,17.35,D
2348,Article,307.27,A
2349,Civil,224.97,D
2350,Foot,243.47,A
2351,Line,351.4,D
2352,Event,125.84,C
2353,According,173.36,A
2354,Hospital,299.66,A
2355,Send,435.23,A
2356,They,262.3,D
2357,End,397.94,C
2358,Still,195.63,B
2359,Other,93.2,B
2360,Radio,59.1,A
2361,Democratic,359.06,A
2362,Interest,351.11,B
2363,Man,44.75,C
2364,Mean,383.02,C
2365,Treatment,297.22,C
2366,Force,59.39,D
2367,System,322.46,B
2368,Role,121.75,B
2369,Catch,68.13,C
2370,More,261.54,D
2371,Necessary,433.56,A
2372,Address,346.91,D
2373,Peace,77.17,A
2374,Claim,423.14,C
2375,Father,187.72,D
2376,It,492.42,B
2377,Pm,124.56,D
2378,Other,151.61,D
2379,Leave,104.78,D
2380,Eat,365.44,A
2381,Him,206.47,B
2382,Compare,212.05,A
2383,Will,361.66,C
2384,Mouth,213.99,C
2385,They,445.41,D
2386,Training,447.37,C
2387,Radio,212.06,C
2388,Yourself,88.88,A
2389,Perform,23.56,A
2390,Process,244.39,C
2391,True,180.83,D
2392,Wrong,216.0,D
2393,Anything,266.33,D
2394,Number,103.08,A
2395,They,446.77,D
2396,Which,26.37,B
2397,Again,263.57,B
2398,Training,462.06,C
2399,Style,488.88,A
2400,Education,33.93,D
2401,Whose,100.63,B
2402,Keep,286.22,B
2403,Almost,347.26,D
2404,Federal,442.08,A
2405,Center,95.14,B
2406,Seem,5.83,A
2407,Set,43.34,A
2408,With,343.83,B
2409,Boy,233.8,C
2410,South,43.65,A
2411,Explain,270.28,B
2412,American,87.04,D
2413,Individual,362.64,D
2414,Itself,484.27,A
2415,Set,351.88,B
2416,Hair,313.26,D
2417,Probably,437.77,B
2418,While,299.65,D
2419,Address,198.67,C
2420,Listen,317.41,B
2421,Program,147.52,D
2422,Something,309.08,B
2423,Significant,136.7,C
2424,Produce,430.53,C
2425,Their,182.54,A
2426,Lead,347.21,D
2427,Yourself,426.83,C
2428,Sister,18.44,D
2429,Tough,300.7,D
2430,Run,383.21,A
2431,Challenge,199.3,B
2432,Pretty,339.47,C
2433,Education,354.27,A
2434,Reveal,321.97,B
2435,Strong,213.11,C
2436,Himself,268.83,D
2437,Nature,459.66,A
2438,Tonight,416.53,C
2439,Be,423.48,D
2440,Law,77.16,C
2441,Offer,414.3,A
2442,Face,66.39,B
2443,Answer,413.31,A
2444,Home,214.53,C
2445,Window,140.67,C
2446,View,95.12,B
2447,Option,350.34,B
2448,Against,333.99,B
2449,Two,384.92,D
2450,Other,84.5,D
2451,Memory,66.75,C
2452,Key,215.85,B
2453,Carry,92.39,A
2454,Stand,109.51,D
2455,However,489.98,D
2456,Drop,294.04,A
2457,Trip,391.05,B
2458,Face,354.13,B
2459,Paper,79.51,C
2460,Live,229.72,B
2461,Able,318.24,C
2462,Appear,153.83,C
2463,Compare,20.55,B
2464,Box,22.53,C
2465,Democratic,376.94,C
2466,According,86.86,B
2467,Eye,218.25,D
2468,Doctor,294.21,C
2469,Analysis,246.85,B
2470,Art,357.29,B
2471,Hair,358.52,C
2472,Try,214.0,A
2473,Measure,68.22,C
2474,Future,459.33,D
2475,Market,56.25,B
2476,Truth,468.96,D
2477,After,20.81,D
2478,Stuff,134.31,A
2479,Some,146.28,A
2480,Song,161.41,C
2481,Class,408.25,D
2482,Event,271.01,A
2483,Also,212.66,B
2484,Themselves,195.21,B
2485,Support,370.62,C
2486,Health,337.12,A
2487,Statement,122.67,C
2488,Speak,83.84,B
2489,Prove,334.47,C
2490,Style,228.23,B
2491,Should,371.24,C
2492,Such,139.58,D
2493,Simply,91.58,A
2494,American,191.53,A
2495,Author,363.61,B
2496,Wind,134.97,B
2497,Detail,82.85,B
2498,Situation,24.13,C
2499,Alone,51.28,A
2500,Eat,348.68,C
2501,West,369.86,C
2502,Sister,494.55,A
2503,Right,24.09,C
2504,Low,328.27,B
2505,Sort,15.53,A
2506,Letter,444.74,C
2507,Tv,71.85,D
2508,Defense,208.63,B
2509,Or,150.87,B
2510,Take,110.62,C
2511,Bad,329.7,A
2512,Bar,439.51,C
2513,Adult,88.75,B
2514,International,289.85,C
2515,Figure,15.51,A
2516,Occur,156.07,B
2517,City,258.63,D
2518,Rate,451.6,A
2519,Argue,302.29,D
2520,Natural,430.82,B
2521,Start,269.89,B
2522,Rest,32.8,B
2523,Old,276.99,D
2524,Go,404.42,B
2525,Effect,314.71,C
2526,Task,443.31,D
2527,Direction,177.94,D
2528,Hospital,189.46,B
2529,Worry,347.44,C
2530,Discuss,431.88,A
2531,Data,187.71,A
2532,West,177.03,D
2533,Growth,319.11,B
2534,Deep,214.07,C
2535,Around,484.13,A
2536,Road,155.22,D
2537,Learn,389.18,A
2538,Order,373.79,D
2539,Fear,283.89,B
2540,Lawyer,272.37,D
2541,Think,457.94,A
2542,Test,219.61,A
2543,Student,399.67,D
2544,Senior,87.21,B
2545,Road,183.88,A
2546,Catch,419.32,C
2547,Surface,331.34,C
2548,Fall,472.44,B
2549,Reach,412.71,A
2550,Detail,453.54,A
2551,Room,120.81,C
2552,Fast,227.4,C
2553,Institution,48.93,D
2554,Join,166.94,D
2555,Point,253.01,A
2556,Mean,378.93,B
2557,Deal,23.23,D
2558,Want,299.5,A
2559,Investment,130.66,C
2560,Cost,364.73,D
2561,Determine,490.21,C
2562,Final,102.8,A
2563,Over,478.58,A
2564,Term,9.98,A
2565,Scientist,141.95,D
2566,Character,123.76,C
2567,Leave,21.99,A
2568,Gas,478.61,A
2569,My,242.73,A
2570,Floor,415.06,D
2571,Memory,230.06,A
2572,Sort,432.76,C
2573,Most,107.71,A
2574,Wear,482.92,B
2575,Interesting,137.24,D
2576,To,496.39,A
2577,Customer,393.34,A
2578,Dog,227.22,C
2579,Happen,172.29,A
2580,Get,146.99,B
2581,Knowledge,282.94,D
2582,Our,86.09,A
2583,Third,466.82,B
2584,Several,425.45,D
2585,Mr,157.65,C
2586,Room,484.25,A
2587,Best,218.56,C
2588,Red,431.5,C
2589,Some,219.03,A
2590,Whom,492.51,A
2591,Skin,342.52,D
2592,Analysis,465.11,B
2593,Story,438.71,C
2594,Film,138.32,A
2595,Agree,224.14,D
2596,Movie,384.74,B
2597,Safe,86.58,D
2598,Image,252.21,D
2599,Though,307.8,D
2600,Science,463.87,A
2601,Different,395.19,D
2602,Foot,166.09,C
2603,Story,255.01,B
2604,Report,44.52,D
2605,Front,478.8,D
2606,Do,359.42,B
2607,Unit,318.38,A
2608,From,190.14,C
2609,Serious,95.02,C
2610,Card,482.88,D
2611,Agreement,404.9,D
2612,Certain,27.0,B
2613,Wonder,23.98,B
2614,Area,157.86,C
2615,Kid,466.17,C
2616,Watch,2.34,C
2617,Mind,407.67,D
2618,Action,312.08,C
2619,Seven,456.84,C
2620,Tonight,99.59,C
2621,School,296.57,C
2622,Hit,347.79,B
2623,Arm,108.59,B
2624,Certainly,31.61,A
2625,Story,158.24,B
2626,Item,387.49,B
2627,Name,371.22,C
2628,Behind,468.28,B
2629,Remain,295.11,D
2630,People,312.53,D
2631,Agreement,228.28,D
2632,End,226.71,C
2633,Open,238.9,B
2634,Effect,395.94,D
2635,Movie,446.68,C
2636,Culture,46.97,B
2637,Clear,29.23,A
2638,Compare,317.43,C
2639,Sea,263.11,A
2640,Measure,143.36,D
2641,Add,396.58,C
2642,Unit,162.62,A
2643,Movement,413.9,D
2644,Cause,150.18,A
2645,Have,63.62,B
2646,Government,1.52,A
2647,Best,5.62,C
2648,Return,29.66,D
2649,Computer,97.91,A
2650,Heart,253.59,C
2651,Hear,460.15,C
2652,Magazine,51.19,C
2653,Decide,114.72,D
2654,Hand,264.79,D
2655,Per,273.97,A
2656,Ask,255.93,C
2657,Society,50.18,C
2658,Author,65.62,D
2659,Figure,92.95,A
2660,Town,472.76,B
2661,End,241.63,A
2662,Whether,220.18,A
2663,Huge,140.52,C
2664,Among,49.24,B
2665,Message,56.79,A
2666,High,364.92,B
2667,Food,352.06,B
2668,Fly,300.26,C
2669,Figure,299.12,C
2670,They,409.97,A
2671,Treatment,358.7,D
2672,Decide,285.71,C
2673,Opportunity,163.25,C
2674,Democratic,312.16,B
2675,Military,176.29,D
2676,Off,83.59,D
2677,Act,127.46,D
2678,Car,77.7,A
2679,Develop,350.2,A
2680,Network,97.26,C
2681,Member,94.07,A
2682,Past,308.6,D
2683,Manage,462.64,C
2684,Stuff,294.07,B
2685,Republican,58.99,A
2686,Perhaps,451.22,B
2687,Plant,140.16,D
2688,Believe,478.8,B
2689,Discussion,455.23,A
2690,Best,190.13,C
2691,Any,466.43,B
2692,Expect,48.52,C
2693,Ago,330.68,C
2694,Police,474.54,B
2695,Similar,250.23,A
2696,Century,156.25,A
2697,High,84.3,A
2698,Throughout,189.18,D
2699,Be,248.03,A
2700,Factor,467.98,C
2701,Hotel,138.87,B
2702,Notice,238.01,D
2703,Evening,43.63,B
2704,Compare,167.3,D
2705,Remain,280.38,D
2706,Amount,239.73,A
2707,Range,28.4,D
2708,This,339.77,C
2709,Lay,74.85,B
2710,Carry,165.71,A
2711,Herself,335.79,A
2712,Finally,66.55,B
2713,Voice,104.58,A
2714,Indeed,21.8,B
2715,Management,307.68,D
2716,General,355.4,C
2717,Myself,149.09,A
2718,Front,445.33,A
2719,North,210.72,A
2720,Leg,465.15,B
2721,That,468.83,A
2722,Mrs,296.61,B
2723,Movie,477.64,A
2724,Near,332.61,B
2725,Paper,320.35,C
2726,Nearly,231.55,B
2727,Century,64.67,A
2728,Foot,184.34,C
2729,Matter,114.04,D
2730,Foot,102.19,B
2731,Beyond,210.71,A
2732,Participant,482.01,C
2733,Situation,6.23,A
2734,Conference,69.8,B
2735,Sing,161.85,A
2736,Research,311.47,C
2737,National,494.22,C
2738,Like,314.04,D
2739,After,8.37,B
2740,Foot,407.06,B
2741,Hair,449.57,A
2742,Outside,375.79,B
2743,Term,406.92,A
2744,Particular,370.83,C
2745,Class,259.87,C
2746,Rise,406.46,D
2747,Agreement,16.53,C
2748,Including,145.4,C
2749,Guess,105.06,A
2750,Position,476.56,B
2751,Now,67.79,A
2752,Participant,329.92,B
2753,Culture,369.2,C
2754,Among,23.58,D
2755,Carry,473.38,B
2756,Quickly,307.33,C
2757,Meet,411.95,B
2758,Page,66.75,A
2759,Any,272.68,D
2760,Need,88.93,B
2761,Bar,418.86,C
2762,Type,232.87,A
2763,Take,41.07,A
2764,Heavy,13.95,A
2765,Test,40.24,C
2766,Edge,271.12,D
2767,Chair,322.82,A
2768,Heart,3.05,A
2769,Live,237.57,D
2770,Area,374.0,B
2771,Story,309.05,A
2772,Create,225.19,A
2773,Speak,140.59,D
2774,Attorney,156.43,C
2775,Kitchen,2.34,D
2776,Wonder,403.04,D
2777,Change,254.06,B
2778,Serious,224.65,D
2779,Others,409.81,A
2780,Hair,253.35,B
2781,Despite,237.55,A
2782,Upon,257.14,A
2783,Measure,194.42,D
2784,Particularly,371.01,C
2785,Growth,64.76,B
2786,Right,356.25,A
2787,Owner,410.96,A
2788,Service,196.98,A
2789,Could,195.38,A
2790,While,100.18,D
2791,Song,452.64,B
2792,Car,38.45,A
2793,Half,291.81,C
2794,Be,276.97,C
2795,Just,331.93,A
2796,Firm,437.01,A
2797,And,154.48,D
2798,Glass,132.7,C
2799,Effect,119.0,A
2800,Management,112.91,C
2801,Man,427.44,B
2802,Little,206.28,C
2803,Make,19.3,C
2804,Through,234.99,D
2805,Sign,226.82,C
2806,Similar,94.65,C
2807,Others,491.78,D
2808,Hundred,415.04,C
2809,Opportunity,470.13,D
2810,Day,136.36,A
2811,Quality,402.58,A
2812,Admit,468.7,C
2813,Around,240.56,D
2814,Wide,295.15,B
2815,Method,429.39,B
2816,Paper,80.18,D
2817,Final,220.16,A
2818,Though,166.23,B
2819,Less,104.33,D
2820,Soldier,154.55,B
2821,Week,163.74,A
2822,School,411.63,A
2823,Ten,307.61,B
2824,Pay,316.18,C
2825,Something,226.96,C
2826,Take,467.55,B
2827,Stay,306.01,C
2828,Identify,194.31,C
2829,War,498.37,C
2830,Such,444.85,D
2831,Behind,460.76,D
2832,Relationship,433.8,A
2833,None,436.56,C
2834,Well,34.91,B
2835,Local,48.66,D
2836,Hand,36.65,D
2837,Middle,97.14,C
2838,Already,447.61,B
2839,Nature,448.82,A
2840,Especially,404.57,C
2841,Young,108.96,A
2842,Itself,396.9,A
2843,Wait,141.27,C
2844,Dinner,447.18,D
2845,Keep,172.1,C
2846,Woman,16.82,B
2847,Long,413.22,C
2848,Final,170.42,C
2849,Fire,486.82,B
2850,Economy,310.86,D
2851,Mind,173.13,C
2852,Large,110.67,A
2853,Mother,0.96,C
2854,Cell,179.49,C
2855,Policy,195.9,D
2856,Old,488.64,A
2857,Social,231.77,D
2858,Future,383.7,D
2859,Off,173.87,B
2860,Walk,61.47,B
2861,Consider,236.75,D
2862,Whole,294.65,D
2863,Rock,149.91,B
2864,Put,88.98,B
2865,Goal,185.43,A
2866,Relate,390.17,C
2867,Glass,392.68,B
2868,Near,60.18,A
2869,Certain,229.23,A
2870,Despite,491.53,B
2871,Memory,245.98,B
2872,Attention,400.65,D
2873,Hour,146.73,C
2874,Education,254.63,B
2875,Bring,235.2,D
2876,Western,38.92,B
2877,Prevent,96.02,D
2878,Experience,399.92,D
2879,Politics,226.09,C
2880,Reveal,258.32,C
2881,Home,59.96,A
2882,Yes,17.34,C
2883,Memory,451.66,A
2884,Detail,374.9,D
2885,Manager,252.16,D
2886,Professional,119.44,D
2887,City,335.55,B
2888,Lot,144.84,A
2889,Plant,69.79,C
2890,Subject,58.63,C
2891,Drop,4.18,B
2892,Energy,382.43,C
2893,Their,303.41,A
2894,Magazine,114.94,A
2895,Send,200.96,A
2896,Five,477.62,B
2897,Than,427.29,B
2898,Budget,176.87,B
2899,Professional,163.08,C
2900,Late,58.39,B
2901,Develop,435.68,C
2902,Anyone,358.3,C
2903,Instead,268.46,D
2904,Realize,271.86,C
2905,She,104.26,C
2906,Bar,488.47,C
2907,Gun,380.61,C
2908,Conference,268.72,C
2909,Pattern,96.77,C
2910,Activity,107.57,A
2911,Arrive,245.9,C
2912,Break,403.72,D
2913,Any,421.67,A
2914,Watch,487.59,D
2915,Store,183.78,C
2916,Upon,347.02,A
2917,Dinner,320.04,A
2918,Certain,46.83,A
2919,Member,86.41,A
2920,Project,52.31,A
2921,Will,12.69,A
2922,Structure,317.17,A
2923,Final,173.02,A
2924,Short,263.43,C
2925,Need,78.64,B
2926,Growth,252.54,B
2927,Serve,470.03,A
2928,Bill,265.58,D
2929,Painting,439.67,A
2930,None,19.63,D
2931,Add,210.23,B
2932,Pay,69.47,D
2933,Try,373.3,A
2934,Young,34.57,A
2935,Dinner,295.15,B
2936,Carry,123.29,D
2937,Security,118.25,D
2938,Radio,204.44,A
2939,Behind,62.94,C
2940,Choose,244.29,A
2941,Man,6.13,B
2942,Matter,223.05,C
2943,Within,327.62,C
2944,At,12.38,C
2945,Day,138.48,B
2946,Half,279.51,B
2947,Benefit,236.04,D
2948,Accept,271.18,B
2949,Conference,333.82,B
2950,Federal,24.22,A
2951,Together,57.22,A
2952,His,59.41,C
2953,Who,413.41,D
2954,Idea,283.55,B
2955,Range,311.41,D
2956,Themselves,91.87,A
2957,Nature,272.63,D
2958,Worry,488.36,D
2959,Meeting,436.25,D
2960,Teach,407.32,D
2961,Fill,64.59,B
2962,Keep,119.57,A
2963,And,172.16,C
2964,Agent,80.66,C
2965,Art,64.4,D
2966,Figure,280.32,D
2967,Hotel,193.21,B
2968,Market,305.1,D
2969,Me,350.44,D
2970,Expect,245.5,A
2971,East,444.49,C
2972,During,240.17,C
2973,Prevent,490.82,D
2974,Resource,229.03,B
2975,Focus,497.36,C
2976,Join,137.84,C
2977,With,15.86,C
2978,Act,42.09,B
2979,He,42.56,A
2980,Care,202.69,D
2981,Thought,176.89,D
2982,Season,488.77,D
2983,Group,75.75,B
2984,Deal,133.16,A
2985,Deal,194.04,D
2986,Eat,158.67,C
2987,Let,400.69,D
2988,Beyond,11.96,A
2989,Term,265.17,B
2990,Down,305.23,B
2991,Probably,293.82,D
2992,Today,233.21,A
2993,Foreign,26.33,C
2994,Probably,64.56,A
2995,Fact,385.53,D
2996,Show,443.8,D
2997,Treatment,126.06,A
2998,Resource,155.16,C
2999,Fact,10.05,D
3000,Maybe,381.11,D
3001,Shoulder,116.91,C
3002,Official,380.08,D
3003,Figure,9.81,B
3004,Foot,222.48,D
3005,News,227.79,D
3006,Meet,228.96,A
3007,Card,152.55,C
3008,Western,351.77,D
3009,Forget,73.28,B
3010,Ahead,38.21,D
3011,Admit,281.14,D
3012,Key,252.31,B
3013,Charge,50.49,B
3014,Possible,280.3,D
3015,Term,201.37,C
3016,Finally,189.68,B
3017,Surface,412.28,D
3018,Follow,239.9,C
3019,Film,442.8,C
3020,Reality,99.18,D
3021,Material,19.62,A
3022,Study,67.5,A
3023,Attention,377.67,C
3024,Suddenly,322.73,B
3025,Recently,132.8,D
3026,Inside,247.04,B
3027,Summer,158.72,C
3028,Throw,496.08,C
3029,Eat,210.73,D
3030,Drive,257.16,D
3031,Society,413.67,A
3032,Guess,331.66,A
3033,Reveal,332.46,D
3034,Story,68.08,D
3035,Follow,334.91,C
3036,Doctor,241.52,D
3037,Effort,246.27,C
3038,Evidence,93.19,B
3039,Arm,179.34,B
3040,Air,486.02,B
3041,Century,293.79,C
3042,Animal,273.09,A
3043,Same,225.71,D
3044,Property,182.73,C
3045,Future,129.94,A
3046,Course,124.2,C
3047,Too,462.01,B
3048,Four,365.77,C
3049,Manage,213.08,B
3050,Data,114.42,B
3051,Where,59.02,A
3052,Baby,306.69,D
3053,Adult,305.36,D
3054,Consumer,490.42,B
3055,Camera,469.38,A
3056,Somebody,468.72,C
3057,Blood,126.79,C
3058,Song,194.88,C
3059,Window,233.18,D
3060,Establish,355.69,A
3061,Product,402.86,C
3062,Effort,109.62,D
3063,Ten,199.56,B
3064,Team,484.89,C
3065,Peace,95.55,B
3066,Effect,255.86,D
3067,Music,176.92,D
3068,Billion,62.01,C
3069,Need,28.66,D
3070,Method,261.65,C
3071,Language,382.82,D
3072,Control,139.58,A
3073,Choose,71.2,B
3074,Office,203.83,A
3075,Eye,190.27,A
3076,Skin,80.62,D
3077,Different,350.4,A
3078,Total,9.04,B
3079,Professional,404.02,A
3080,Adult,427.94,D
3081,Many,379.49,A
3082,The,272.89,B
3083,Reveal,251.51,B
3084,Shoulder,486.93,D
3085,Million,164.0,A
3086,And,403.34,A
3087,Training,253.26,B
3088,Spring,62.65,D
3089,Foot,198.49,C
3090,Product,20.27,A
3091,Court,338.02,B
3092,Ago,488.66,A
3093,President,40.03,D
3094,Include,402.1,B
3095,Arrive,340.38,D
3096,Second,342.35,B
3097,Well,412.97,B
3098,World,77.26,A
3099,Similar,350.87,B
3100,Through,247.71,B
3101,Recent,475.08,C
3102,Should,258.0,C
3103,Lead,213.92,D
3104,Start,408.18,A
3105,Memory,122.4,A
3106,Dog,249.47,C
3107,Around,57.24,C
3108,Which,40.52,D
3109,If,338.97,A
3110,Tend,384.99,A
3111,Unit,233.91,D
3112,Newspaper,209.9,A
3113,Even,217.65,D
3114,Create,305.01,B
3115,More,476.48,C
3116,Produce,314.13,A
3117,Pick,37.41,B
3118,Sound,455.56,B
3119,Able,481.24,D
3120,Seek,237.41,C
3121,Finally,487.57,A
3122,Me,119.72,B
3123,Dream,341.23,C
3124,Box,44.28,A
3125,Catch,0.34,C
3126,High,135.14,C
3127,Republican,476.95,C
3128,Democratic,49.61,B
3129,Drug,169.28,C
3130,Between,296.75,D
3131,Try,476.09,B
3132,High,31.42,A
3133,Happy,116.71,B
3134,Human,112.92,D
3135,Religious,158.04,A
3136,Offer,231.93,D
3137,Minute,426.07,B
3138,Major,218.24,B
3139,Wait,481.21,C
3140,Prevent,127.98,A
3141,Visit,375.72,A
3142,Board,168.99,C
3143,Where,31.98,A
3144,Tv,446.04,D
3145,Her,203.27,B
3146,Ok,143.58,D
3147,Toward,163.39,A
3148,Dinner,468.61,C
3149,Trouble,356.04,D
3150,Theory,259.14,A
3151,Race,12.32,B
3152,Attorney,153.52,C
3153,Chair,121.31,A
3154,Without,362.88,D
3155,Talk,201.9,B
3156,Course,273.04,B
3157,Trial,263.2,D
3158,Artist,275.4,C
3159,Effect,153.05,B
3160,Wind,104.5,D
3161,Thousand,6.23,C
3162,Here,54.19,B
3163,Third,147.97,A
3164,Price,357.81,D
3165,Side,351.29,C
3166,Voice,338.67,C
3167,Front,67.33,C
3168,Those,368.48,C
3169,Film,367.13,A
3170,Break,249.93,A
3171,Play,89.25,B
3172,Consumer,249.11,B
3173,Decision,228.2,B
3174,Really,29.35,A
3175,Career,268.89,B
3176,Or,470.66,A
3177,Sit,468.31,D
3178,Notice,496.72,C
3179,Season,97.17,D
3180,Pattern,366.03,D
3181,Various,256.47,C
3182,Per,278.06,D
3183,Write,420.16,D
3184,Politics,123.87,A
3185,Difference,106.09,D
3186,Figure,92.04,D
3187,Appear,23.75,A
3188,Sure,77.62,C
3189,Offer,57.28,C
3190,Or,381.01,D
3191,Write,286.67,B
3192,Special,146.06,A
3193,Development,77.73,A
3194,Edge,480.38,A
3195,Fine,73.36,A
3196,Buy,259.08,C
3197,Tv,156.2,B
3198,Though,479.57,A
3199,Effort,420.5,D
3200,Forget,412.88,D
3201,Skill,420.01,B
3202,Yard,497.54,C
3203,Plant,360.55,C
3204,Lead,439.84,B
3205,No,91.11,C
3206,Travel,20.83,D
3207,Environmental,250.3,B
3208,International,379.55,A
3209,Goal,485.27,A
3210,Option,180.03,C
3211,Door,370.1,B
3212,Contain,115.6,A
3213,Call,449.63,C
3214,Beat,386.07,C
3215,Voice,356.94,D
3216,Structure,476.2,D
3217,Which,483.89,C
3218,Speech,203.91,B
3219,Protect,465.88,B
3220,Perform,486.82,C
3221,Challenge,216.77,B
3222,Compare,256.69,C
3223,Weight,113.82,A
3224,Prove,373.97,D
3225,Success,0.98,B
3226,College,72.73,B
3227,Idea,258.02,D
3228,So,199.7,B
3229,Color,446.19,A
3230,Debate,316.16,A
3231,Clearly,5.07,B
3232,Campaign,368.47,C
3233,As,260.03,C
3234,Size,363.77,C
3235,Produce,221.28,C
3236,Kitchen,459.18,D
3237,Consider,399.73,D
3238,In,423.83,A
3239,Oil,114.04,C
3240,Year,28.23,C
3241,Family,172.91,D
3242,Top,244.18,C
3243,Player,294.37,A
3244,Pay,391.6,D
3245,Yes,51.96,C
3246,Become,237.62,A
3247,College,209.15,D
3248,Itself,446.59,D
3249,Budget,199.36,C
3250,Line,191.08,B
3251,Continue,383.28,C
3252,Staff,149.18,C
3253,Law,32.08,C
3254,Blue,80.46,D
3255,Share,273.27,D
3256,Give,48.19,D
3257,Leave,194.36,A
3258,Arrive,278.59,C
3259,Garden,402.99,C
3260,Like,401.93,A
3261,Out,457.52,A
3262,Maintain,404.5,A
3263,Goal,350.11,C
3264,And,286.93,D
3265,Leave,68.65,D
3266,Central,280.53,A
3267,No,447.78,D
3268,How,471.92,D
3269,Foot,398.32,A
3270,Claim,149.8,A
3271,Style,199.35,D
3272,Activity,493.86,B
3273,College,94.95,A
3274,Tax,400.74,D
3275,Nation,164.28,A
3276,Public,224.6,D
3277,Over,349.48,A
3278,It,430.28,C
3279,Science,211.06,C
3280,Travel,243.61,A
3281,Energy,297.51,A
3282,Probably,113.54,C
3283,Worker,120.34,D
3284,Nearly,232.51,A
3285,Too,69.61,D
3286,Sing,12.36,D
3287,Store,246.29,A
3288,Material,210.64,B
3289,Drive,371.15,B
3290,When,6.2,A
3291,Game,439.79,B
3292,Behavior,9.69,D
3293,Your,385.68,A
3294,Street,170.44,D
3295,Always,274.48,B
3296,Stay,85.84,A
3297,Behavior,266.44,A
3298,Question,379.98,D
3299,Whether,363.5,B
3300,Occur,499.25,C
3301,Team,20.77,A
3302,Feel,275.33,D
3303,Something,224.93,D
3304,However,212.87,B
3305,May,206.21,B
3306,Several,361.69,D
3307,Policy,470.92,C
3308,Station,428.78,B
3309,Language,364.98,D
3310,Seven,103.78,B
3311,Also,60.76,B
3312,After,363.0,B
3313,High,425.01,B
3314,Wide,141.36,C
3315,Dinner,398.7,C
3316,Receive,276.61,A
3317,Business,295.86,D
3318,Statement,241.36,D
3319,Religious,410.38,D
3320,Approach,439.71,D
3321,Those,209.14,A
